,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
5,63665491,3,8,1,multimat-right,8_1,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
6,63666178,3,8,1,multimat-right,8_1,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
7,63664128,3,8,1,multimat-right,8_1,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
8,63664810,3,8,1,multimat-right,8_1,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
9,63664128,3,8,1,multimat-right,8_1,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
0,43336704,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
1,43484416,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
2,43476478,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
3,43383041,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
4,43510528,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
5,43469055,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
6,43460094,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
7,43456256,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
8,43374847,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
9,43368961,4,8,2,multimat-right,8_2,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
0,32894772,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
1,32993075,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
2,32918322,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
3,33022567,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
4,32971777,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
5,33019085,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
6,32995736,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
7,33007821,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
8,32919552,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
9,33003518,5,8,4,multimat-right,8_4,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
0,27997525,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
1,28087125,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
2,28041898,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
3,27995648,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
4,27981140,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
5,28092587,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
6,28072619,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
7,28008277,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
8,28055040,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
9,28026710,6,8,8,multimat-right,8_8,64_64_1_4000,16388096,64,64,4096,1,4000,1x4000,one_to_many_saturated
0,846294067,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,845484313,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,845489807,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,845475402,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,845867187,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,845607666,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,845591674,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,845580810,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,845552429,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,845572082,1,4,1,multimat-right,4_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,576870605,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,576261291,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,576369628,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,576406738,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,577111450,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,576341857,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,577863586,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,577949462,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,578963867,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,579436767,1,4,2,multimat-right,4_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,435319366,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,435880462,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,438310882,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,435760742,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,438522338,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,435613189,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,439143432,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,435313842,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,435634887,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,436881561,1,4,4,multimat-right,4_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,368921600,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,368115539,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,368408813,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,368120849,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,368058441,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,368110107,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,368179595,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,368257110,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,367999267,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,368347930,1,4,8,multimat-right,4_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,846246154,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,845469299,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,845465576,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,845464660,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,845738037,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,845537719,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,845543945,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,845527770,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,845544860,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,845545471,1,8,1,multimat-right,8_1,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,574225891,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,575838745,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,576059326,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,576564270,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,576046691,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,576691467,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,576098083,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,576127380,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,576122680,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,576730773,1,8,2,multimat-right,8_2,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,435460449,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,435096160,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,435054443,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,435731323,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,435374542,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,435536193,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,434989715,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,435461151,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,435261444,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,435481781,1,8,4,multimat-right,8_4,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,368609222,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
1,368519561,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
2,368431457,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
3,367839813,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
4,368537139,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
5,368437774,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
6,367955871,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
7,368347229,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
8,367888946,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
9,367970733,1,8,8,multimat-right,8_8,128_128_1_4000,65552384,128,128,16384,1,4000,1x4000,one_to_many_saturated
0,12160833984,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,12159969726,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,12159994140,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,12160151367,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,12159901367,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,12159839843,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,12159673828,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,12159618164,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,12159960937,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,12159962890,1,4,1,multimat-right,4_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,8362356445,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,8399793945,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,8437940429,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,8442782226,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,8452249023,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,8461101562,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,8458113281,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,8458955078,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,8459063476,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,8459816406,1,4,2,multimat-right,4_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,6351526367,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,6367713867,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,6390042480,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,6406259765,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,6409919921,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,6415384765,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,6418176757,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,6421316406,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,6419871582,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,6420566894,1,4,4,multimat-right,4_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,5370601074,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,5388730468,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,5399134277,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,5406107910,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,5412228515,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,5415207519,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,5417129882,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,5418976562,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,5420937500,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,5422074218,1,4,8,multimat-right,4_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,12152465820,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,12151454101,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,12151400390,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,12151355468,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,12151546875,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,12151554687,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,12151398437,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,12151294921,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,12151292968,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,12151410156,1,8,1,multimat-right,8_1,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,8321432617,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,8346292968,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,8368299804,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,8379841796,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,8382319335,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,8389012695,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,8392670898,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,8393831054,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,8393582031,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,8394987304,1,8,2,multimat-right,8_2,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,6298476562,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,6311144042,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,6330150390,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,6334385253,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,6343197753,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,6346116699,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,6347975097,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,6350923339,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,6352187011,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,6353248535,1,8,4,multimat-right,8_4,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
0,5354216308,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
1,5359390136,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
2,5359820312,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
3,5378888183,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
4,5387415527,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
5,5393428222,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
6,5397475585,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
7,5397531250,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
8,5398409667,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
9,5399595703,1,8,8,multimat-right,8_8,256_256_1_4000,262209536,256,256,65536,1,4000,1x4000,one_to_many_saturated
